"id","ISSN","journal_title","publisher","URL","data_journal_type","is_active","enrichment_source","eissn","pissn","language","oa_start","boai","publication_time_weeks","keywords","subject[].term","subject[]","publisher.name","publisher.country","institution.name","institution.country","editorial.review_process","editorial.review_url","editorial.board_url","license[].type","apc.has_apc","apc.max","apc.url","other_charges.has_other_charges","waiver.has_waiver","waiver.url","preservation.has_preservation","preservation.service","preservation.url","pid_scheme.scheme","plagiarism.detection","plagiarism.url","copyright.author_retains","copyright.url","deposit_policy.has_policy","deposit_policy.service","deposit_policy.url","article.license_display","article.license_display_example_url","ref.journal","ref.aims_scope","ref.oa_statement","ref.author_instructions","ref.license_terms"
"77","2661-8850","BMC Molecular and Cell Biology","BioMed Central (Springer Nature)","https://bmcmolcellbiol.biomedcentral.com/","mixed","True","doaj.org","2661-8850","None","['EN']","2019","True","27","['eukaryotic cell biology', 'prokaryotic cell biology', 'molecular biology', 'biological macromolecules']","['Cytology']","[{'code': 'QH573-671', 'scheme': 'LCC', 'term': 'Cytology'}]","BMC","GB","None","None","['Anonymous peer review']","https://bmcmolcellbiol.biomedcentral.com/about","https://bmcmolcellbiol.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2150, 'currency': 'EUR'}, {'price': 2590, 'currency': 'USD'}, {'price': 1850, 'currency': 'GBP'}]","https://link.springer.com/journal/12860/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data","['DOI']","True","https://www.biomedcentral.com/getpublished/editorial-policies","False","https://bmcmolcellbiol.biomedcentral.com/submission-guidelines/copyright","False","[]","None","['Embed']","https://bmcmolcellbiol.biomedcentral.com/articles/10.1186/s12860-019-0188-1","https://bmcmolcellbiol.biomedcentral.com/","https://bmcmolcellbiol.biomedcentral.com/about","https://bmcmolcellbiol.biomedcentral.com/about","https://bmcmolcellbiol.biomedcentral.com/submission-guidelines","https://bmcmolcellbiol.biomedcentral.com/submission-guidelines/copyright"
"78","1471-2474","BMC Musculoskeletal Disorders","BioMed Central (Springer Nature)","https://bmcmusculoskeletdisord.biomedcentral.com/","mixed","True","doaj.org","1471-2474","None","['EN']","2000","True","19","['musculoskeletal disorders']","['Diseases of the musculoskeletal system']","[{'code': 'RC925-935', 'scheme': 'LCC', 'term': 'Diseases of the musculoskeletal system'}]","BMC","GB","None","None","['Open peer review']","https://bmcmusculoskeletdisord.biomedcentral.com/about","https://bmcmusculoskeletdisord.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2690, 'currency': 'EUR'}, {'price': 3190, 'currency': 'USD'}, {'price': 2390, 'currency': 'GBP'}]","https://link.springer.com/journal/12891/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","https://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication","False","https://bmcmusculoskeletdisord.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2445?from=single_hit","['Embed']","https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/s12891-016-1034-7","https://bmcmusculoskeletdisord.biomedcentral.com/","https://bmcmusculoskeletdisord.biomedcentral.com/about","https://bmcmusculoskeletdisord.biomedcentral.com/about","https://bmcmusculoskeletdisord.biomedcentral.com/submission-guidelines","https://bmcmusculoskeletdisord.biomedcentral.com/submission-guidelines/copyright"
"79","1471-2369","BMC Nephrology","BioMed Central (Springer Nature)","https://bmcnephrol.biomedcentral.com/","mixed","True","doaj.org","1471-2369","None","['EN']","2000","True","20","['nephrology', 'kidney disorders']","['Diseases of the genitourinary system. Urology']","[{'code': 'RC870-923', 'scheme': 'LCC', 'term': 'Diseases of the genitourinary system. Urology'}]","BMC","GB","None","None","['Open peer review']","https://bmcnephrol.biomedcentral.com/about","https://bmcnephrol.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2790, 'currency': 'EUR'}, {'price': 3190, 'currency': 'USD'}, {'price': 2490, 'currency': 'GBP'}]","https://link.springer.com/journal/12882/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication","False","https://bmcnephrol.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2446?from=single_hit","['Embed']","http://bmcnephrol.biomedcentral.com/articles/10.1186/s12882-016-0250-6","https://bmcnephrol.biomedcentral.com","https://bmcnephrol.biomedcentral.com/about","http://bmcnephrol.biomedcentral.com/about","https://bmcnephrol.biomedcentral.com/submission-guidelines","https://bmcnephrol.biomedcentral.com/submission-guidelines/copyright"
"80","1471-2377","BMC Neurology","BioMed Central (Springer Nature)","https://bmcneurol.biomedcentral.com/","mixed","True","doaj.org","1471-2377","None","['EN']","2001","True","19","['neurology', 'neurological disorders']","['Neurology. Diseases of the nervous system']","[{'code': 'RC346-429', 'scheme': 'LCC', 'term': 'Neurology. Diseases of the nervous system'}]","BMC","GB","None","None","['Open peer review']","https://bmcneurol.biomedcentral.com/about","https://bmcneurol.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2690, 'currency': 'EUR'}, {'price': 3190, 'currency': 'USD'}, {'price': 2390, 'currency': 'GBP'}]","https://link.springer.com/journal/12883/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication","False","https://bmcneurol.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2447?from=single_hit","['Embed']","http://bmcneurol.biomedcentral.com/articles/10.1186/s12883-016-0592-5","https://bmcneurol.biomedcentral.com","https://bmcneurol.biomedcentral.com/about","http://bmcneurol.biomedcentral.com/about","https://bmcneurol.biomedcentral.com/submission-guidelines","https://bmcneurol.biomedcentral.com/submission-guidelines/copyright"
"81","1471-2202","BMC Neuroscience","BioMed Central (Springer Nature)","https://bmcneurosci.biomedcentral.com/","mixed","True","doaj.org","1471-2202","None","['EN']","2000","True","19","['neuroscience', 'nervous system']","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'Neurophysiology and neuropsychology']","[{'code': 'RC321-571', 'scheme': 'LCC', 'term': 'Neurosciences. Biological psychiatry. Neuropsychiatry'}, {'code': 'QP351-495', 'scheme': 'LCC', 'term': 'Neurophysiology and neuropsychology'}]","BMC","GB","None","None","['Anonymous peer review']","https://bmcneurosci.biomedcentral.com/about","https://bmcneurosci.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2490, 'currency': 'EUR'}, {'price': 2990, 'currency': 'USD'}, {'price': 2190, 'currency': 'GBP'}]","https://link.springer.com/journal/12868/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcneurosci.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2448?from=single_hit","['Embed']","http://bmcneurosci.biomedcentral.com/articles/10.1186/s12868-016-0260-0","https://bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/about","http://bmcneurosci.biomedcentral.com/about","https://bmcneurosci.biomedcentral.com/submission-guidelines","https://bmcneurosci.biomedcentral.com/submission-guidelines/copyright"
"82","1472-6955","BMC Nursing","BioMed Central (Springer Nature)","https://bmcnurs.biomedcentral.com/","mixed","True","doaj.org","1472-6955","None","['EN']","2002","True","30","['nursing']","['Nursing']","[{'code': 'RT1-120', 'scheme': 'LCC', 'term': 'Nursing'}]","BMC","GB","None","None","['Open peer review']","https://bmcnurs.biomedcentral.com/about","https://bmcnurs.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2790, 'currency': 'EUR'}, {'price': 3190, 'currency': 'USD'}, {'price': 2590, 'currency': 'GBP'}]","https://link.springer.com/journal/12912/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcnurs.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2449?from=single_hit","['Embed']","http://bmcnurs.biomedcentral.com/articles/10.1186/s12912-016-0146-6","https://bmcnurs.biomedcentral.com","https://bmcnurs.biomedcentral.com/about","http://bmcnurs.biomedcentral.com/about","https://bmcnurs.biomedcentral.com/submission-guidelines","https://bmcnurs.biomedcentral.com/submission-guidelines/copyright"
"83","1471-2415","BMC Ophthalmology","BioMed Central (Springer Nature)","https://bmcophthalmol.biomedcentral.com/","mixed","True","doaj.org","1471-2415","None","['EN']","2001","True","24","['ophthalmology', 'eye disorders']","['Ophthalmology']","[{'code': 'RE1-994', 'scheme': 'LCC', 'term': 'Ophthalmology'}]","BMC","GB","None","None","['Open peer review']","https://bmcophthalmol.biomedcentral.com/about","https://bmcophthalmol.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2590, 'currency': 'EUR'}, {'price': 3090, 'currency': 'USD'}, {'price': 2290, 'currency': 'GBP'}]","https://link.springer.com/journal/12886/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcophthalmol.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2450?from=single_hit","['Embed']","http://bmcophthalmol.biomedcentral.com/articles/10.1186/s12886-016-0245-x","https://bmcophthalmol.biomedcentral.com","https://bmcophthalmol.biomedcentral.com/about","http://bmcophthalmol.biomedcentral.com/about","https://bmcophthalmol.biomedcentral.com/submission-guidelines","https://bmcophthalmol.biomedcentral.com/submission-guidelines/copyright"
"84","1472-6831","BMC Oral Health","BioMed Central (Springer Nature)","https://bmcoralhealth.biomedcentral.com/","mixed","True","doaj.org","1472-6831","None","['EN']","2001","True","22","['oral health', 'dentistry']","['Dentistry']","[{'code': 'RK1-715', 'scheme': 'LCC', 'term': 'Dentistry'}]","BMC","GB","None","None","['Open peer review']","https://bmcoralhealth.biomedcentral.com/about","https://bmcoralhealth.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2790, 'currency': 'EUR'}, {'price': 3290, 'currency': 'USD'}, {'price': 2490, 'currency': 'GBP'}]","https://link.springer.com/journal/12903/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcoralhealth.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2451?from=single_hit","['Embed']","http://bmcoralhealth.biomedcentral.com/articles/10.1186/s12903-016-0203-2","https://bmcoralhealth.biomedcentral.com","https://bmcoralhealth.biomedcentral.com/about","http://bmcoralhealth.biomedcentral.com/about","https://bmcoralhealth.biomedcentral.com/submission-guidelines","https://bmcoralhealth.biomedcentral.com/submission-guidelines/copyright"
"85","1472-684X","BMC Palliative Care","BioMed Central (Springer Nature)","https://bmcpalliatcare.biomedcentral.com/","mixed","True","doaj.org","1472-684X","None","['EN']","2002","True","21","['palliative care', 'hospice care', 'end of life care']","['Special situations and conditions']","[{'code': 'RC952-1245', 'scheme': 'LCC', 'term': 'Special situations and conditions'}]","BMC","GB","None","None","['Open peer review']","https://bmcpalliatcare.biomedcentral.com/about","https://bmcpalliatcare.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2690, 'currency': 'EUR'}, {'price': 3090, 'currency': 'USD'}, {'price': 2290, 'currency': 'GBP'}]","https://link.springer.com/journal/12904/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcpalliatcare.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2452?from=single_hit","['Embed']","http://bmcpalliatcare.biomedcentral.com/articles/10.1186/s12904-016-0098-3","https://bmcpalliatcare.biomedcentral.com","https://bmcpalliatcare.biomedcentral.com/about","http://bmcpalliatcare.biomedcentral.com/about","https://bmcpalliatcare.biomedcentral.com/submission-guidelines","https://bmcpalliatcare.biomedcentral.com/submission-guidelines/copyright"
"86","1471-2431","BMC Pediatrics","BioMed Central (Springer Nature)","https://bmcpediatr.biomedcentral.com/submission-guidelines/preparing-your-manuscript","mixed","True","doaj.org","1471-2431","None","['EN']","2001","True","21","['pediatric', 'health care', 'molecular genetics', 'pathophysiology', 'epidemiology']","['Pediatrics']","[{'code': 'RJ1-570', 'scheme': 'LCC', 'term': 'Pediatrics'}]","BMC","GB","None","None","['Open peer review']","https://bmcpediatr.biomedcentral.com/about","https://bmcpediatr.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2690, 'currency': 'EUR'}, {'price': 3190, 'currency': 'USD'}, {'price': 2390, 'currency': 'GBP'}]","https://link.springer.com/journal/12887/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication","False","https://bmcpediatr.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2470?from=single_hit","['Embed']","https://bmcpediatr.biomedcentral.com/articles/10.1186/s12887-016-0585-y","https://bmcpediatr.biomedcentral.com","https://bmcpediatr.biomedcentral.com/about","https://bmcpediatr.biomedcentral.com/about","https://bmcpediatr.biomedcentral.com/submission-guidelines","https://bmcpediatr.biomedcentral.com/submission-guidelines/copyright"
"87","2050-6511","BMC Pharmacology and Toxicology","BioMed Central (Springer Nature)","https://bmcpharmacoltoxicol.biomedcentral.com/","mixed","True","doaj.org","2050-6511","None","['EN']","2012","True","12","['drug design', 'drug delivery', 'toxicology', 'experimental pharmacology', 'clinical pharmacology']","['Therapeutics. Pharmacology', 'Toxicology. Poisons']","[{'code': 'RM1-950', 'scheme': 'LCC', 'term': 'Therapeutics. Pharmacology'}, {'code': 'RA1190-1270', 'scheme': 'LCC', 'term': 'Toxicology. Poisons'}]","BMC","GB","None","None","['Open peer review']","https://bmcpharmacoltoxicol.biomedcentral.com/about","https://bmcpharmacoltoxicol.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2690, 'currency': 'EUR'}, {'price': 3190, 'currency': 'USD'}, {'price': 2390, 'currency': 'GBP'}]","https://link.springer.com/journal/40360/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'CLOCKSS', 'Portico', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcpharmacoltoxicol.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/23396?from=single_hit","['Embed']","http://bmcpharmacoltoxicol.biomedcentral.com/articles/10.1186/s40360-016-0052-2","https://bmcpharmacoltoxicol.biomedcentral.com","https://bmcpharmacoltoxicol.biomedcentral.com/about","http://bmcpharmacoltoxicol.biomedcentral.com/about","https://bmcpharmacoltoxicol.biomedcentral.com/submission-guidelines","https://bmcpharmacoltoxicol.biomedcentral.com/submission-guidelines/copyright"
"88","1471-2229","BMC Plant Biology","BioMed Central (Springer Nature)","https://bmcplantbiol.biomedcentral.com/","mixed","True","doaj.org","1471-2229","None","['EN']","2001","True","19","['plant biology']","['Botany']","[{'code': 'QK1-989', 'scheme': 'LCC', 'term': 'Botany'}]","BMC","GB","None","None","['Anonymous peer review']","https://bmcplantbiol.biomedcentral.com/about","https://bmcplantbiol.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2790, 'currency': 'EUR'}, {'price': 3190, 'currency': 'USD'}, {'price': 2490, 'currency': 'GBP'}]","https://link.springer.com/journal/12870/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data#journal+archiving","['DOI']","True","http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication","False","https://bmcplantbiol.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2473?from=single_hit","['Embed']","http://bmcplantbiol.biomedcentral.com/articles/10.1186/s12870-016-0775-7","https://bmcplantbiol.biomedcentral.com","https://bmcplantbiol.biomedcentral.com/about","http://bmcplantbiol.biomedcentral.com/about","https://bmcplantbiol.biomedcentral.com/submission-guidelines","https://bmcplantbiol.biomedcentral.com/submission-guidelines/copyright"
"89","1471-2393","BMC Pregnancy and Childbirth","BioMed Central (Springer Nature)","https://bmcpregnancychildbirth.biomedcentral.com/","mixed","True","doaj.org","1471-2393","None","['EN']","2001","True","21","['pregnancy', 'childbirth', 'maternity care']","['Gynecology and obstetrics']","[{'code': 'RG1-991', 'scheme': 'LCC', 'term': 'Gynecology and obstetrics'}]","BMC","GB","None","None","['Open peer review']","https://bmcpregnancychildbirth.biomedcentral.com/about","https://bmcpregnancychildbirth.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2890, 'currency': 'EUR'}, {'price': 3390, 'currency': 'USD'}, {'price': 2590, 'currency': 'GBP'}]","https://link.springer.com/journal/12884/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcpregnancychildbirth.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2474?from=single_hit","['Embed']","http://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-016-0930-z","https://bmcpregnancychildbirth.biomedcentral.com","https://bmcpregnancychildbirth.biomedcentral.com/about","http://bmcpregnancychildbirth.biomedcentral.com/about","https://bmcpregnancychildbirth.biomedcentral.com/submission-guidelines","https://bmcpregnancychildbirth.biomedcentral.com/submission-guidelines/copyright"
"90","1471-2296","BMC Primary Care","BioMed Central (Springer Nature)","https://bmcprimcare.biomedcentral.com/","mixed","True","doaj.org","1471-2296","None","['EN']","2000","True","18","['family practice', 'primary healthcare', 'general practice']","['Medicine (General)']","[{'code': 'R5-920', 'scheme': 'LCC', 'term': 'Medicine (General)'}]","BMC","GB","None","None","['Open peer review']","https://bmcprimcare.biomedcentral.com/about","https://bmcprimcare.biomedcentral.com/about/editorial-board","['CC BY', 'CC0']","True","[{'price': 2590, 'currency': 'EUR'}, {'price': 2990, 'currency': 'USD'}, {'price': 2390, 'currency': 'GBP'}]","https://link.springer.com/journal/12875/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['CLOCKSS', 'PMC', 'Portico']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data#journal+archiving","['DOI']","True","https://www.biomedcentral.com/getpublished/editorial-policies#misconduct","True","https://bmcprimcare.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/id/publication/2425","['Embed']","https://bmcprimcare.biomedcentral.com/articles/10.1186/s12875-015-0346-2","https://bmcprimcare.biomedcentral.com","https://bmcprimcare.biomedcentral.com/about","https://bmcprimcare.biomedcentral.com/about","https://bmcprimcare.biomedcentral.com/submission-guidelines","https://bmcprimcare.biomedcentral.com/submission-guidelines/copyright"
"91","1471-244X","BMC Psychiatry","BioMed Central (Springer Nature)","https://bmcpsychiatry.biomedcentral.com/","mixed","True","doaj.org","1471-244X","None","['EN']","2001","True","20","['psychiatry', 'psychiatric disorders']","['Psychiatry']","[{'code': 'RC435-571', 'scheme': 'LCC', 'term': 'Psychiatry'}]","BMC","GB","None","None","['Open peer review']","https://bmcpsychiatry.biomedcentral.com/about","https://bmcpsychiatry.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 2990, 'currency': 'EUR'}, {'price': 3390, 'currency': 'USD'}, {'price': 2590, 'currency': 'GBP'}]","https://link.springer.com/journal/12888/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","http://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcpsychiatry.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/2476?from=single_hit","['Embed']","http://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-016-0917-3","https://bmcpsychiatry.biomedcentral.com","https://bmcpsychiatry.biomedcentral.com/about","http://bmcpsychiatry.biomedcentral.com/about","https://bmcpsychiatry.biomedcentral.com/submission-guidelines","https://bmcpsychiatry.biomedcentral.com/submission-guidelines/copyright"
"92","2050-7283","BMC Psychology","BioMed Central (Springer Nature)","https://bmcpsychology.biomedcentral.com/","mixed","True","doaj.org","2050-7283","None","['EN']","2013","True","24","['clinical pyschology', 'cognitive psychology', 'cultural psychology', 'biological psychology', 'child & adolescent psychology', 'personality and individual differences']","['Psychology']","[{'code': 'BF1-990', 'scheme': 'LCC', 'term': 'Psychology'}]","BMC","GB","None","None","['Open peer review']","https://www.biomedcentral.com/bmcpsychol/about/#publication","https://www.biomedcentral.com/bmcpsychol/about/edboard","['CC BY', 'CC BY-NC-ND']","True","[{'price': 1690, 'currency': 'EUR'}, {'price': 2090, 'currency': 'USD'}, {'price': 1390, 'currency': 'GBP'}]","https://bmcpsychology.biomedcentral.com/submission-guidelines/fees-and-funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'CLOCKSS']","https://www.biomedcentral.com/about/archive","['DOI']","True","http://www.biomedcentral.com/about /editorialpolicies#DuplicatePublication","False","https://bmcpsychology.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/publication/26217?from=single_hit","['Embed']","http://www.biomedcentral.com/2050-7283/2/22","https://www.biomedcentral.com/bmcpsychol","https://www.biomedcentral.com/bmcpsychol/about#aimsscope","http://www.biomedcentral.com/bmcpsychol/about/#openaccess","https://www.biomedcentral.com/bmcpsychol/authors/instructions","https://bmcpsychology.biomedcentral.com/submission-guidelines/copyright"
"93","1471-2458","BMC Public Health","BioMed Central (Springer Nature)","https://bmcpublichealth.biomedcentral.com/","mixed","True","doaj.org","1471-2458","None","['EN']","2001","True","18","['health policy']","['Public aspects of medicine', 'Public health']","[{'code': 'RA1-1270', 'scheme': 'LCC', 'term': 'Public aspects of medicine'}, {'code': 'RA421-790.95', 'scheme': 'LCC', 'term': 'Public health'}]","BMC","GB","None","None","['Open peer review']","https://bmcpublichealth.biomedcentral.com/about","https://bmcpublichealth.biomedcentral.com/about/editorial-board","['CC BY', 'CC BY-NC-ND']","True","[{'price': 3150, 'currency': 'EUR'}, {'price': 3450, 'currency': 'USD'}, {'price': 2690, 'currency': 'GBP'}]","https://link.springer.com/journal/12889/how-to-publish-with-us#Fees%20and%20funding","False","True","https://www.springernature.com/gp/open-research/policies/journal-policies/apc-waiver-countries","True","['LOCKSS', 'PMC']","https://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving","['DOI']","True","https://www.biomedcentral.com/getpublished/editorial-policies#duplicate+publication","False","https://bmcpublichealth.biomedcentral.com/submission-guidelines/copyright","True","['Open Policy Finder']","https://openpolicyfinder.jisc.ac.uk/id/publication/2477","['Embed']","https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-016-3297-1","https://bmcpublichealth.biomedcentral.com","https://bmcpublichealth.biomedcentral.com/about","https://bmcpublichealth.biomedcentral.com/about","https://bmcpublichealth.biomedcentral.com/submission-guidelines","https://bmcpublichealth.biomedcentral.com/submission-guidelines/copyright"
